Domain,Reporter Countries,Partner Countries,Element,Item,Year,Unit,Value
"Detailed trade matrix","Netherlands (Kingdom of the)","Türkiye","Export Quantity","Cattle","2015","An","578"
"Detailed trade matrix","Netherlands (Kingdom of the)","Türkiye","Export Quantity","Cattle","2016","An","329"
"Detailed trade matrix","Netherlands (Kingdom of the)","Türkiye","Export Quantity","Cattle","2018","An","2"
"Detailed trade matrix","Netherlands (Kingdom of the)","Türkiye","Export Quantity","Cattle","2015","t","207"
"Detailed trade matrix","Netherlands (Kingdom of the)","Türkiye","Export Quantity","Cattle","2016","t","164.09"
"Detailed trade matrix","Netherlands (Kingdom of the)","Türkiye","Export Quantity","Cattle","2018","t","0.66"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","1995","An","1310"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","1996","An","1769"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","1997","An","4276"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","1998","An","1140"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","1999","An","241"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2000","An","54"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2001","An","170"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2002","An","2102"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2003","An","2701"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2004","An","1111"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2005","An","1623"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2006","An","2111"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2007","An","91"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2008","An","323"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2009","An","4263"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2010","An","7541"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2011","An","4640"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2012","An","10149"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2013","An","7414"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2014","An","6849"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2015","An","2019"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2016","An","1988"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2017","An","13708"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2018","An","10694"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2019","An","8768"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2020","An","34494"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2021","An","4664"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2022","An","4660"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2014","t","3556.8"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2015","t","1000.5"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2016","t","994.4"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2017","t","6317.1"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2018","t","5293.69"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2019","t","3132.74"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2020","t","17393.26"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2021","t","2279.99"
"Detailed trade matrix","Netherlands (Kingdom of the)","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2022","t","1756.91"
"Detailed trade matrix","Netherlands (Kingdom of the)","United States of America","Export Quantity","Cattle","1995","An","41"
"Detailed trade matrix","Netherlands (Kingdom of the)","United States of America","Export Quantity","Cattle","2004","An","4"
"Detailed trade matrix","Netherlands (Kingdom of the)","United States of America","Export Quantity","Cattle","2006","An","1"
"Detailed trade matrix","Netherlands (Kingdom of the)","United States of America","Export Quantity","Cattle","2010","An","1"
"Detailed trade matrix","Sweden","Denmark","Export Quantity","Cattle","1996","An","95"
"Detailed trade matrix","Sweden","Denmark","Export Quantity","Cattle","1997","An","309"
"Detailed trade matrix","Sweden","Denmark","Export Quantity","Cattle","1998","An","4364"
"Detailed trade matrix","Sweden","Denmark","Export Quantity","Cattle","1999","An","6909"
"Detailed trade matrix","Sweden","Denmark","Export Quantity","Cattle","2000","An","3533"
"Detailed trade matrix","Sweden","Denmark","Export Quantity","Cattle","2001","An","981"
"Detailed trade matrix","Sweden","Denmark","Export Quantity","Cattle","2008","An","430"
"Detailed trade matrix","Sweden","Denmark","Export Quantity","Cattle","2009","An","547"
"Detailed trade matrix","Sweden","Denmark","Export Quantity","Cattle","2015","An","728"
"Detailed trade matrix","Sweden","Denmark","Export Quantity","Cattle","2020","An","2"
"Detailed trade matrix","Sweden","Denmark","Export Quantity","Cattle","2015","t","0.3"
"Detailed trade matrix","Sweden","Denmark","Export Quantity","Cattle","2020","t","0"
"Detailed trade matrix","Sweden","France","Export Quantity","Cattle","2020","An","20"
"Detailed trade matrix","Sweden","France","Export Quantity","Cattle","2020","t","0.02"
"Detailed trade matrix","Sweden","Italy","Export Quantity","Cattle","1999","An","34"
"Detailed trade matrix","Sweden","Italy","Export Quantity","Cattle","2001","An","72"
"Detailed trade matrix","Sweden","Italy","Export Quantity","Cattle","2010","An","26"
"Detailed trade matrix","Sweden","Italy","Export Quantity","Cattle","2019","An","2"
"Detailed trade matrix","Sweden","Italy","Export Quantity","Cattle","2020","An","3"
"Detailed trade matrix","Sweden","Italy","Export Quantity","Cattle","2019","t","0.97"
"Detailed trade matrix","Sweden","Italy","Export Quantity","Cattle","2020","t","0.02"
"Detailed trade matrix","Sweden","Netherlands (Kingdom of the)","Export Quantity","Cattle","1999","An","688"
"Detailed trade matrix","Sweden","Netherlands (Kingdom of the)","Export Quantity","Cattle","2000","An","2361"
"Detailed trade matrix","Sweden","Netherlands (Kingdom of the)","Export Quantity","Cattle","2001","An","353"
"Detailed trade matrix","Sweden","Netherlands (Kingdom of the)","Export Quantity","Cattle","2007","An","372"
"Detailed trade matrix","Sweden","Netherlands (Kingdom of the)","Export Quantity","Cattle","2008","An","306"
"Detailed trade matrix","Sweden","Netherlands (Kingdom of the)","Export Quantity","Cattle","2009","An","32"
"Detailed trade matrix","Sweden","Netherlands (Kingdom of the)","Export Quantity","Cattle","2011","An","34"
"Detailed trade matrix","Sweden","Netherlands (Kingdom of the)","Export Quantity","Cattle","2019","An","1"
"Detailed trade matrix","Sweden","Netherlands (Kingdom of the)","Export Quantity","Cattle","2020","An","7"
"Detailed trade matrix","Sweden","Netherlands (Kingdom of the)","Export Quantity","Cattle","2019","t","0"
"Detailed trade matrix","Sweden","Netherlands (Kingdom of the)","Export Quantity","Cattle","2020","t","0.05"
"Detailed trade matrix","Sweden","Türkiye","Export Quantity","Cattle","2005","An","1097"
"Detailed trade matrix","Sweden","Türkiye","Export Quantity","Cattle","2006","An","235"
"Detailed trade matrix","Sweden","Türkiye","Export Quantity","Cattle","2012","An","300"
"Detailed trade matrix","Sweden","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2005","An","14"
"Detailed trade matrix","Sweden","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2009","An","70"
"Detailed trade matrix","Sweden","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2019","An","281"
"Detailed trade matrix","Sweden","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2020","An","561"
"Detailed trade matrix","Sweden","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2019","t","143.37"
"Detailed trade matrix","Sweden","United Kingdom of Great Britain and Northern Ireland","Export Quantity","Cattle","2020","t","230.71"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Australia","Export Quantity","Cattle","2011","An","14"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Australia","Export Quantity","Cattle","2021","An","1"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Australia","Export Quantity","Cattle","2021","t","0"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Canada","Export Quantity","Cattle","2008","An","8"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Canada","Export Quantity","Cattle","2009","An","1"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Canada","Export Quantity","Cattle","2010","An","100"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Canada","Export Quantity","Cattle","2015","An","1"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Canada","Export Quantity","Cattle","2018","An","3493"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Canada","Export Quantity","Cattle","2015","t","0"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Canada","Export Quantity","Cattle","2018","t","0.2"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Denmark","Export Quantity","Cattle","2002","An","1"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Denmark","Export Quantity","Cattle","2021","An","3"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Denmark","Export Quantity","Cattle","2021","t","0.02"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","France","Export Quantity","Cattle","1995","An","207428"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","France","Export Quantity","Cattle","1996","An","29775"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","France","Export Quantity","Cattle","1997","An","1"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","France","Export Quantity","Cattle","2006","An","54"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","France","Export Quantity","Cattle","2007","An","5499"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","France","Export Quantity","Cattle","2008","An","5569"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","France","Export Quantity","Cattle","2009","An","15"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","France","Export Quantity","Cattle","2017","An","11"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","France","Export Quantity","Cattle","2020","An","22"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","France","Export Quantity","Cattle","2021","An","2"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","France","Export Quantity","Cattle","2022","An","2"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","France","Export Quantity","Cattle","2017","t","5.75"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","France","Export Quantity","Cattle","2020","t","0.01"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","France","Export Quantity","Cattle","2021","t","0.01"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","France","Export Quantity","Cattle","2022","t","0.05"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Italy","Export Quantity","Cattle","1995","An","1882"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Italy","Export Quantity","Cattle","1998","An","126"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Italy","Export Quantity","Cattle","2014","An","3565"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Italy","Export Quantity","Cattle","2015","An","3150"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Italy","Export Quantity","Cattle","2016","An","2245"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Italy","Export Quantity","Cattle","2017","An","3093"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Italy","Export Quantity","Cattle","2018","An","408"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Italy","Export Quantity","Cattle","2021","An","12"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Italy","Export Quantity","Cattle","2022","An","3"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Italy","Export Quantity","Cattle","2014","t","1506.4"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Italy","Export Quantity","Cattle","2015","t","1345.3"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Italy","Export Quantity","Cattle","2016","t","715.65"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Italy","Export Quantity","Cattle","2017","t","538.71"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Italy","Export Quantity","Cattle","2018","t","95.17"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Italy","Export Quantity","Cattle","2021","t","0.1"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Italy","Export Quantity","Cattle","2022","t","0.69"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Japan","Export Quantity","Cattle","2008","An","690"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Japan","Export Quantity","Cattle","2009","An","655"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Japan","Export Quantity","Cattle","2021","An","1"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Japan","Export Quantity","Cattle","2021","t","0.01"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Netherlands (Kingdom of the)","Export Quantity","Cattle","1995","An","129476"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Netherlands (Kingdom of the)","Export Quantity","Cattle","1996","An","18023"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Netherlands (Kingdom of the)","Export Quantity","Cattle","1997","An","35"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Netherlands (Kingdom of the)","Export Quantity","Cattle","2006","An","16938"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Netherlands (Kingdom of the)","Export Quantity","Cattle","2007","An","14373"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Netherlands (Kingdom of the)","Export Quantity","Cattle","2008","An","3002"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Netherlands (Kingdom of the)","Export Quantity","Cattle","2016","An","14"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Netherlands (Kingdom of the)","Export Quantity","Cattle","2017","An","3915"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Netherlands (Kingdom of the)","Export Quantity","Cattle","2019","An","609"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Netherlands (Kingdom of the)","Export Quantity","Cattle","2021","An","15"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Netherlands (Kingdom of the)","Export Quantity","Cattle","2022","An","95"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Netherlands (Kingdom of the)","Export Quantity","Cattle","2016","t","8.12"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Netherlands (Kingdom of the)","Export Quantity","Cattle","2017","t","196.12"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Netherlands (Kingdom of the)","Export Quantity","Cattle","2019","t","41.36"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Netherlands (Kingdom of the)","Export Quantity","Cattle","2021","t","0.04"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Netherlands (Kingdom of the)","Export Quantity","Cattle","2022","t","36"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Sweden","Export Quantity","Cattle","2021","An","3"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Sweden","Export Quantity","Cattle","2022","An","5"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Sweden","Export Quantity","Cattle","2021","t","0.09"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Sweden","Export Quantity","Cattle","2022","t","0.1"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Türkiye","Export Quantity","Cattle","2017","An","12"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Türkiye","Export Quantity","Cattle","2019","An","2383"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Türkiye","Export Quantity","Cattle","2021","An","2"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Türkiye","Export Quantity","Cattle","2017","t","0.04"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Türkiye","Export Quantity","Cattle","2019","t","2.2"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","Türkiye","Export Quantity","Cattle","2021","t","0.01"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","United States of America","Export Quantity","Cattle","2008","An","56"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","United States of America","Export Quantity","Cattle","2011","An","1"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","United States of America","Export Quantity","Cattle","2013","An","12"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","United States of America","Export Quantity","Cattle","2014","An","1016"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","United States of America","Export Quantity","Cattle","2015","An","8"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","United States of America","Export Quantity","Cattle","2016","An","151"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","United States of America","Export Quantity","Cattle","2017","An","34"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","United States of America","Export Quantity","Cattle","2018","An","1"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","United States of America","Export Quantity","Cattle","2021","An","18"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","United States of America","Export Quantity","Cattle","2014","t","4.4"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","United States of America","Export Quantity","Cattle","2015","t","0"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","United States of America","Export Quantity","Cattle","2016","t","0.04"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","United States of America","Export Quantity","Cattle","2017","t","0.1"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","United States of America","Export Quantity","Cattle","2018","t","0.01"
"Detailed trade matrix","United Kingdom of Great Britain and Northern Ireland","United States of America","Export Quantity","Cattle","2021","t","0.28"
"Detailed trade matrix","United States of America","Australia","Export Quantity","Cattle","1995","An","75"
"Detailed trade matrix","United States of America","Australia","Export Quantity","Cattle","1996","An","393"
"Detailed trade matrix","United States of America","Australia","Export Quantity","Cattle","1997","An","13"
"Detailed trade matrix","United States of America","Australia","Export Quantity","Cattle","1998","An","119"
"Detailed trade matrix","United States of America","Australia","Export Quantity","Cattle","1999","An","81"
"Detailed trade matrix","United States of America","Australia","Export Quantity","Cattle","2000","An","171"
"Detailed trade matrix","United States of America","Australia","Export Quantity","Cattle","2001","An","12"
"Detailed trade matrix","United States of America","Australia","Export Quantity","Cattle","2003","An","23"
"Detailed trade matrix","United States of America","Australia","Export Quantity","Cattle","2009","An","33"
"Detailed trade matrix","United States of America","Australia","Export Quantity","Cattle","2010","An","15"
"Detailed trade matrix","United States of America","Australia","Export Quantity","Cattle","2016","An","3"
"Detailed trade matrix","United States of America","Australia","Export Quantity","Cattle","2017","An","3"
"Detailed trade matrix","United States of America","Australia","Export Quantity","Cattle","2019","An","3"
"Detailed trade matrix","United States of America","Australia","Export Quantity","Cattle","2016","t","0"
"Detailed trade matrix","United States of America","Australia","Export Quantity","Cattle","2017","t","0"
"Detailed trade matrix","United States of America","Australia","Export Quantity","Cattle","2019","t","0"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","1995","An","67442"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","1996","An","40746"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","1997","An","41189"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","1998","An","116762"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","1999","An","222846"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2000","An","349543"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2001","An","297550"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2002","An","134354"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2003","An","68217"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2004","An","28031"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2005","An","18954"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2006","An","36684"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2007","An","42345"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2008","An","38092"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2009","An","27026"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2010","An","39549"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2011","An","72069"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2012","An","60410"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2013","An","51430"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2014","An","49867"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2015","An","38654"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2016","An","37373"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2017","An","145426"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2018","An","197956"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2019","An","272544"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2020","An","269290"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2021","An","392906"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2022","An","307290"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2014","t","0"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2015","t","0"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2016","t","0"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2017","t","0"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2018","t","0"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2019","t","0"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2020","t","0"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2021","t","0"
"Detailed trade matrix","United States of America","Canada","Export Quantity","Cattle","2022","t","0"
"Detailed trade matrix","United States of America","China, mainland","Export Quantity","Cattle","1997","An","255"
"Detailed trade matrix","United States of America","China, mainland","Export Quantity","Cattle","1998","An","229"
"Detailed trade matrix","United States of America","China, mainland","Export Quantity","Cattle","1999","An","84"
"Detailed trade matrix","United States of America","China, mainland","Export Quantity","Cattle","2000","An","143"
"Detailed trade matrix","United States of America","China, mainland","Export Quantity","Cattle","2001","An","529"
"Detailed trade matrix","United States of America","China, mainland","Export Quantity","Cattle","2002","An","256"
"Detailed trade matrix","United States of America","China, mainland","Export Quantity","Cattle","2003","An","1022"
"Detailed trade matrix","United States of America","China, mainland","Export Quantity","Cattle","2006","An","183"
"Detailed trade matrix","United States of America","China, mainland","Export Quantity","Cattle","2009","An","23"
"Detailed trade matrix","United States of America","China, mainland","Export Quantity","Cattle","2012","An","9"
"Detailed trade matrix","United States of America","China, mainland","Export Quantity","Cattle","2016","An","2"
"Detailed trade matrix","United States of America","China, mainland","Export Quantity","Cattle","2017","An","30"
"Detailed trade matrix","United States of America","China, mainland","Export Quantity","Cattle","2018","An","1"
"Detailed trade matrix","United States of America","China, mainland","Export Quantity","Cattle","2019","An","5"
"Detailed trade matrix","United States of America","China, mainland","Export Quantity","Cattle","2020","An","5"
"Detailed trade matrix","United States of America","China, mainland","Export Quantity","Cattle","2016","t","0"
"Detailed trade matrix","United States of America","China, mainland","Export Quantity","Cattle","2017","t","0"
"Detailed trade matrix","United States of America","China, mainland","Export Quantity","Cattle","2018","t","0"
"Detailed trade matrix","United States of America","China, mainland","Export Quantity","Cattle","2019","t","0"
"Detailed trade matrix","United States of America","China, mainland","Export Quantity","Cattle","2020","t","0"
"Detailed trade matrix","United States of America","Denmark","Export Quantity","Cattle","1996","An","45"
"Detailed trade matrix","United States of America","Denmark","Export Quantity","Cattle","1998","An","9"
"Detailed trade matrix","United States of America","Denmark","Export Quantity","Cattle","2011","An","11"
"Detailed trade matrix","United States of America","Denmark","Export Quantity","Cattle","2012","An","6"
"Detailed trade matrix","United States of America","Denmark","Export Quantity","Cattle","2021","An","27"
"Detailed trade matrix","United States of America","Denmark","Export Quantity","Cattle","2021","t","0"
"Detailed trade matrix","United States of America","France","Export Quantity","Cattle","1996","An","11"
"Detailed trade matrix","United States of America","France","Export Quantity","Cattle","2008","An","1"
"Detailed trade matrix","United States of America","France","Export Quantity","Cattle","2010","An","4"
"Detailed trade matrix","United States of America","France","Export Quantity","Cattle","2014","An","1"
"Detailed trade matrix","United States of America","France","Export Quantity","Cattle","2015","An","1"
"Detailed trade matrix","United States of America","France","Export Quantity","Cattle","2017","An","3"
"Detailed trade matrix","United States of America","France","Export Quantity","Cattle","2019","An","10"
"Detailed trade matrix","United States of America","France","Export Quantity","Cattle","2022","An","2"
"Detailed trade matrix","United States of America","France","Export Quantity","Cattle","2014","t","0"
"Detailed trade matrix","United States of America","France","Export Quantity","Cattle","2015","t","0"
"Detailed trade matrix","United States of America","France","Export Quantity","Cattle","2017","t","0"
"Detailed trade matrix","United States of America","France","Export Quantity","Cattle","2019","t","0"
"Detailed trade matrix","United States of America","France","Export Quantity","Cattle","2022","t","0"
"Detailed trade matrix","United States of America","Italy","Export Quantity","Cattle","1995","An","3"
